"date","usd_rate","Open","High","Low","Vol.","Change %"
"06/14/2022","29.5400","29.4000","29.5500","29.3987","0.70K","0.99%"
"06/13/2022","29.2500","29.5237","29.5500","29.3987","0.01K","-1.00%"
"06/10/2022","29.5450","29.4000","29.5500","29.3987","0.01K","0.00%"
"06/09/2022","29.5450","29.5437","29.5500","29.3987","0.75K","0.02%"
"06/08/2022","29.5400","29.4000","29.5450","29.3987","0.52K","-0.01%"
"06/07/2022","29.5420","29.4000","29.5485","29.3987","0.00K","0.14%"
"06/06/2022","29.5000","29.4000","29.5250","29.3987","0.00K","0.85%"
"06/03/2022","29.2500","29.4000","29.5250","29.3987","0.01K","0.00%"
"06/02/2022","29.2500","29.4000","29.5450","29.3987","0.00K","-0.98%"
"06/01/2022","29.5400","29.4000","29.5450","29.3987","0.04K","0.00%"
"05/31/2022","29.5400","29.5237","29.5450","29.3987","0.22K","0.00%"
"05/30/2022","29.5400","29.4000","29.5450","29.3987","0.00K","0.00%"
"05/27/2022","29.5400","29.4000","29.5450","29.3987","0.11K","0.14%"
"05/26/2022","29.5000","29.4000","29.5250","29.3987","0.00K","0.00%"
"05/25/2022","29.5000","29.4000","29.5250","29.3987","0.00K","-0.14%"
"05/24/2022","29.5400","29.5237","29.5450","29.3987","0.02K","0.00%"
"05/23/2022","29.5400","29.4000","29.5450","29.3987","0.16K","0.00%"
"05/20/2022","29.5400","29.4000","29.5450","29.3987","0.01K","0.00%"
"05/19/2022","29.5400","29.4000","29.5450","29.3987","0.21K","0.14%"
"05/18/2022","29.5000","29.4000","29.5450","29.3987","0.01K","0.00%"
"05/17/2022","29.5000","29.5437","29.5485","29.3987","0.73K","-0.14%"
"05/16/2022","29.5400","29.4000","29.5485","29.3987","0.69K","0.00%"
"05/13/2022","29.5400","29.5485","29.5485","29.3987","0.00K","-0.01%"
"05/12/2022","29.5420","29.4000","30.2710","29.3987","0.01K","-2.34%"
"05/11/2022","30.2500","29.4000","30.2500","29.4000","0.00K","0.00%"
"05/10/2022","30.2500","29.4000","30.2500","29.4000","0.00K","0.00%"
"05/09/2022","30.2500","29.4000","30.2500","29.4000","0.00K","0.00%"
"05/06/2022","30.2500","29.4000","30.2500","29.4000","0.00K","0.00%"
"05/05/2022","30.2500","29.4000","30.2500","29.4000","0.00K","3.42%"
"05/04/2022","29.2500","29.4000","29.4000","29.4000","","0.00%"
"05/03/2022","29.2500","29.4000","29.4000","29.4000","","0.00%"
"05/02/2022","29.2500","29.4000","29.4000","29.4000","","-3.31%"
"04/29/2022","30.2500","29.4000","30.2500","29.4000","0.00K","0.00%"
"04/28/2022","30.2500","29.4000","30.2500","29.4000","0.00K","0.00%"
"04/27/2022","30.2500","29.4000","30.2500","29.4000","0.00K","0.00%"
"04/26/2022","30.2500","29.4000","30.2500","29.4000","0.00K","0.00%"
"04/25/2022","30.2500","29.4000","30.2500","29.4000","0.00K","0.00%"
"04/22/2022","30.2500","29.4000","30.2500","29.4000","0.00K","3.42%"
"04/21/2022","29.2500","29.4000","29.4000","29.4000","","-3.31%"
"04/20/2022","30.2500","29.4000","30.2500","29.4000","0.00K","2.54%"
"04/19/2022","29.5000","29.4000","29.5250","29.4000","0.00K","0.00%"
"04/18/2022","29.5000","29.4000","29.5250","29.4000","0.00K","0.85%"
"04/15/2022","29.2500","29.5250","29.5250","29.4000","0.00K","-0.85%"
"04/14/2022","29.5000","29.4000","29.5250","29.4000","0.00K","0.85%"
"04/13/2022","29.2500","29.4000","29.4000","29.4000","","-0.85%"
"04/12/2022","29.5000","29.4000","29.5250","29.4000","0.00K","0.00%"
"04/11/2022","29.5000","29.4000","29.5250","29.4000","0.00K","0.85%"
"04/08/2022","29.2500","29.4000","29.4000","29.4000","","0.00%"
"04/07/2022","29.2500","29.4000","29.4000","29.4000","","0.00%"
"04/06/2022","29.2500","29.4000","29.5250","29.4000","0.01K","0.00%"
"04/05/2022","29.2500","29.4000","29.4000","29.4000","","0.00%"
"04/04/2022","29.2499","29.4000","29.9050","29.4000","","0.00%"
"04/01/2022","29.2500","29.4000","29.4000","29.4000","","-0.85%"
"03/31/2022","29.5000","29.4000","29.5250","29.4000","0.00K","0.00%"
"03/30/2022","29.5000","29.4000","29.5500","29.4000","0.00K","0.85%"
"03/29/2022","29.2500","29.5250","29.5250","29.4000","0.00K","-0.85%"
"03/28/2022","29.5000","29.4000","29.5250","29.4000","0.00K","0.00%"
"03/25/2022","29.5000","29.4000","29.5250","29.4000","0.00K","0.85%"
"03/24/2022","29.2500","29.5250","29.5250","29.4000","0.00K","0.00%"
"03/23/2022","29.2500","29.4000","29.4000","29.4000","","0.00%"
"03/22/2022","29.2500","29.6087","29.6087","29.4000","0.00K","0.00%"
"03/21/2022","29.2500","29.6087","29.6087","29.3900","0.01K","0.00%"
"03/18/2022","29.2500","29.4000","29.4000","29.4000","0.00K","-1.01%"
"03/17/2022","29.5474","29.4000","29.6087","29.4000","0.00K","1.00%"
"03/16/2022","29.2549","29.4000","29.6087","29.4000","0.00K","-0.99%"
"03/15/2022","29.5474","29.4000","29.6125","29.4000","0.00K","1.02%"
"03/14/2022","29.2500","30.0500","30.0500","29.4000","0.00K","0.00%"
"03/10/2022","29.2500","29.4000","29.4000","29.4000","0.00K","-2.66%"
"02/25/2022","30.0500","30.0500","30.0500","30.0500","","0.87%"
"02/23/2022","29.7914","29.0650","29.9055","29.0475","1.56K","2.52%"
"02/22/2022","29.0597","28.9400","29.1353","28.9079","1.94K","1.36%"
"02/21/2022","28.6690","28.4100","28.7100","28.3946","2.01K","0.94%"
"02/18/2022","28.4014","28.3900","28.4454","28.3002","1.86K","0.39%"
"02/17/2022","28.2915","28.2350","28.4404","27.9700","1.88K","0.69%"
"02/16/2022","28.0990","28.1925","28.2076","28.0502","1.81K","-0.33%"
"02/15/2022","28.1919","28.5100","28.5480","28.1505","1.72K","-0.95%"
"02/14/2022","28.4613","28.5250","28.7750","28.4296","2.36K","1.50%"
"02/11/2022","28.0414","27.9950","28.0905","27.9251","1.82K","0.47%"
"02/10/2022","27.9098","27.9146","28.0254","27.8240","1.94K","0.07%"
"02/09/2022","27.8916","28.0000","28.0271","27.9130","1.84K","-0.25%"
"02/08/2022","27.9617","27.9300","28.0329","27.9018","1.89K","0.25%"
"02/07/2022","27.8915","28.0900","28.2750","27.9179","1.76K","-0.79%"
"02/04/2022","28.1140","28.2651","28.2740","28.0770","1.95K","-0.31%"
"02/03/2022","28.2016","28.3000","28.3199","28.2208","1.86K","-0.34%"
"02/02/2022","28.2992","28.4250","28.4620","28.2703","1.44K","-0.44%"
"02/01/2022","28.4240","28.3350","28.4678","28.2530","1.86K","0.32%"
"01/31/2022","28.3345","28.5800","28.6050","28.3577","1.61K","-1.25%"
"01/28/2022","28.6918","28.8899","28.9245","28.6180","1.76K","-0.62%"
"01/27/2022","28.8695","28.8500","29.0471","28.8496","2.61K","0.10%"
"01/26/2022","28.8397","28.7332","28.8729","28.6999","2.12K","0.60%"
"01/25/2022","28.6690","28.6750","28.7782","28.5921","2.67K","0.06%"
"01/24/2022","28.6519","28.2500","28.7004","28.2200","2.23K","1.60%"
"01/21/2022","28.2013","28.3598","28.3827","28.1901","1.72K","-0.35%"
"01/20/2022","28.2992","28.3725","28.3895","28.2425","2.01K","0.13%"
"01/19/2022","28.2616","28.4100","28.4655","28.2706","2.05K","-0.28%"
"01/18/2022","28.3411","28.2850","28.5448","27.8450","2.30K","0.24%"
"01/17/2022","28.2740","28.0400","28.3425","27.8450","1.53K","0.98%"
"01/14/2022","27.9996","27.8948","28.0354","27.8797","1.93K","0.46%"
"01/13/2022","27.8716","27.7696","27.9053","27.6852","1.86K","0.43%"
"01/12/2022","27.7511","27.6800","27.7854","27.6553","1.74K","0.44%"
"01/11/2022","27.6290","27.5200","27.6854","27.4641","1.81K","0.53%"
"01/10/2022","27.4838","27.4800","27.5504","27.4599","1.70K","0.05%"
"01/06/2022","27.4712","27.5100","27.5406","27.4603","2.30K","0.09%"
"01/05/2022","27.4466","27.4400","27.4902","27.4191","1.59K","-0.01%"
"01/04/2022","27.4497","27.3150","27.4755","27.2775","1.47K","0.73%"
